"Table S2.Detailed statistic information of the training, test and true external sets in the Rat-QSTR models  ",,,,,,,,,,,,,
Rat-QSTR Model,Compound Information,,,,Rat-QSTR Model-Descriptor Value,,,,,Predicted Activity by  Rat-QSTR,,Model's AD,
Dataset grouping,No.,CID,Status,Exp. endpoint,AATSC7i,CATS2D_08_DL,ChiA_X,F06[C-N],P_VSA_charge_10,Predicted endpoint,Residual,HAT i/i (h*=0.3529),
,1240,10579134,True external,-,0.0670602030472102,0,0.997936639655481,4,19.6716259552569,2.5667,-,0.1143,Good
,1241,10579577,True external,-,-0.032318296177256,0,0.995299036474807,2,36.5635919215491,4.3824,-,0.314,Good
,1242,10579873,True external,-,-0.0222957434270539,1,0.995489143859105,7,0,2.364,-,0.2968,Good
,1243,10579957,True external,-,0.164270245614251,3,0.994712273881471,4,7.34913243656924,2.9514,-,0.2102,Good
,1244,10579958,True external,-,0.0605378594876935,4,0.995662455992493,0,12.3703447168284,2.8792,-,0.1112,Good
,1245,10580634,True external,-,-0.0206715628021035,0,0.995210930293217,0,6.3711499014801,2.2318,-,0.105,Good
,1246,10581542,True external,-,-0.0117106954212631,0,0.997644936943893,0,6.3711499014801,1.5112,-,0.0337,Good
,1247,10586261,True external,-,-0.49612842261603,2,0.996671975896743,0,5.24342809458423,2.2492,-,0.1431,Good
,1248,10588833,True external,-,-0.0259186507557158,0,0.996022672261479,0,10.4868561891685,2.2718,-,0.0574,Good
,1249,10590036,True external,-,-0.261193374098674,0,0.996996092799825,0,15.6203335214508,2.4804,-,0.0801,Good
,1250,10590123,True external,-,-0.49451803778442,0,0.996996092799825,0,10.4868561891685,2.2876,-,0.159,Good
,1251,10590921,True external,-,-0.332202045441247,0,0.996973871436098,0,21.3844980577413,2.9177,-,0.1388,Good
,1252,10591194,True external,-,-0.0318127050343613,2,0.997574825940784,0,5.24342809458423,1.6851,-,0.0356,Good
,1253,10591326,True external,-,-0.0328356647860219,0,0.996214046101281,0,34.0290601823491,3.793,-,0.2312,Good
,1254,10593486,True external,-,-0.203194445329958,0,0.997238016661496,3,10.4868561891685,2.2564,-,0.0723,Good
,1255,10595825,True external,-,-0.22431670417949,4,0.998759631019134,0,9.83581297762843,1.9836,-,0.1661,Good
,1256,10595901,True external,-,-0.115566474846649,3,0.998317115331966,2,9.83581297762843,2.0873,-,0.0814,Good
,1257,10596030,True external,-,-0.122871933892629,3,0.99716885338244,2,9.83581297762843,2.4292,-,0.0424,Good
,1258,10598564,True external,-,0.173687497881009,0,0.993798792298365,0,5.24342809458423,2.4461,-,0.2888,Good
,1259,10598739,True external,-,-0.239451080319352,4,0.996796156576321,0,10.4868561891685,2.6135,-,0.0872,Good
,1260,10599219,True external,-,-0.0181511998977326,0,0.995358326562514,0,26.7277789439207,3.5471,-,0.1966,Good
,1261,10599223,True external,-,-0.0524973200690558,1,0.994741153122709,0,0,2.0725,-,0.1405,Good
,1262,10599524,True external,-,-0.156121312441597,10,0.996609042691589,0,0,2.5612,-,0.4233,Good
,1263,10600135,True external,-,-0.121167550689878,0,0.994501095019899,0,31.4605685675054,4.1814,-,0.3395,Good
,1264,10601603,True external,-,-0.0386941818654733,2,0.998302357291957,0,10.4868561891685,1.8262,-,0.0678,Good
,1265,10601898,True external,-,-0.104447575138423,0,0.994055061199054,0,3.18557495074005,2.4124,-,0.2281,Good
,1266,10602534,True external,-,-0.0126934450568957,1,0.994956782690676,6,0,2.4383,-,0.2818,Good
,1267,10602632,True external,-,0.0417406485946717,0,0.997287424976085,0,10.4868561891685,1.8568,-,0.0342,Good
,1268,10602982,True external,-,-0.00418696896614654,2,0.995099102639774,0,13.0213879283685,2.9141,-,0.1121,Good
,1269,10603271,True external,-,-0.123579164070231,0,0.995240798780064,0,23.1952518515627,3.4134,-,0.1795,Good
,1270,10603288,True external,-,0.243233767455008,0,0.996497725694192,0,0,1.2583,-,0.0969,Good
,1271,10603308,True external,-,-0.252889915396108,0,0.998219358879156,4,15.0792410722127,2.3828,-,0.1371,Good
,1272,10603330,True external,-,0.0490103974499507,0,0.9979695525655,4,19.6716259552569,2.5687,-,0.1136,Good
,1273,10603650,True external,-,0.232215554964207,0,0.996562226389632,17,0,2.5352,-,1.4217,Good
,1274,10603949,True external,-,0.144980707161857,0,0.99774470710191,4,19.6716259552569,2.5729,-,0.1212,Good
,1275,10609957,True external,-,-0.11776395139698,2,0.996933529136858,0,0,1.5784,-,0.0387,Good
,1276,10612359,True external,-,0.0309952059823412,2,0.995090809302247,0,0,2.0239,-,0.1122,Good
,1277,10614162,True external,-,0.106339688239067,6,0.997202169783659,0,0,1.7866,-,0.1827,Good
,1278,10616677,True external,-,0.105929528034731,0,0.994977767463922,2,5.24342809458423,2.2951,-,0.1537,Good
,1279,10617258,True external,-,-0.240984846234906,2,0.995031458167472,0,8.42900304532428,2.7796,-,0.1243,Good
,1280,10618358,True external,-,-0.602768398751403,0,0.994709433683082,0,16.8580060906486,3.4546,-,0.3724,Good
,1281,10621720,True external,-,-0.0863395878998981,5,0.997189539276016,0,10.4868561891685,2.5072,-,0.1092,Good
,1282,10621925,True external,-,-0.128734731575535,0,0.996957345257462,0,20.3226691667969,2.7207,-,0.08,Good
,1283,10622338,True external,-,0.0150978507482194,0,0.994312352087552,0,0,2.047,-,0.2045,Good
,1284,10623709,True external,-,0.158278861888255,0,0.993416168509899,0,0,2.2181,-,0.3503,Good
,1285,10624325,True external,-,0.0347385248160938,0,0.995579375059834,6,0,2.1171,-,0.26,Good
,1286,10624326,True external,-,-0.0870270527563537,0,0.995579375059834,4,0,2.0439,-,0.1634,Good
,1287,10624921,True external,-,-0.127759101813821,0,0.998099435265069,0,26.850343068803,2.8207,-,0.1496,Good
,1288,10625432,True external,-,0.102291331016584,0,0.996421231505665,13,5.24342809458423,2.7073,-,0.7993,Good
,1289,10625498,True external,-,0.0161869215242163,0,0.995011288776731,5,0,2.2201,-,0.2531,Good
,1290,10625577,True external,-,0.193027889595219,0,0.99820256564445,4,19.6716259552569,2.4075,-,0.144,Good
,1291,10625920,True external,-,0.00379364841278734,0,0.995132964660225,5,0,2.1923,-,0.2412,Good
,1292,10626045,True external,-,-0.0730947625206357,0,0.994296508729493,0,31.9712070385049,4.2447,-,0.3656,Good
,1293,10626159,True external,-,-0.0620097732265013,1,0.994013112278866,0,0,2.2924,-,0.2202,Good
,1294,10626432,True external,-,0.120790433343572,0,0.994592953207,4,0,2.1998,-,0.2675,Good
,1295,10626517,True external,-,0.0785022554731254,0,0.996269535304645,14,0,2.4927,-,0.9679,Good
,1296,10626638,True external,-,-0.170480244712063,0,0.99696622761152,0,20.9737123783369,2.7884,-,0.091,Good
,1297,10626660,True external,-,0.00174844021261025,6,0.995566953186183,4,15.7302842837527,3.6885,-,0.1928,Good
,1298,10627088,True external,-,-0.164454564040114,0,0.998313787408819,4,15.0792410722127,2.2981,-,0.1211,Good
,1299,10629002,True external,-,-0.115619499515411,0,0.996604259609774,0,20.9737123783369,2.8594,-,0.0889,Good
,1300,10637356,True external,-,-0.421653903216589,0,0.993868711681648,0,0,2.4585,-,0.3365,Good
,1301,10637837,True external,-,0.0550772885385425,0,0.993776480821274,0,10.4868561891685,2.8794,-,0.2738,Good
,1302,10638676,True external,-,-0.107266353338946,0,0.997744808795711,2,28.7856320877649,3.1926,-,0.1464,Good
,1303,10638997,True external,-,-0.0431465004104393,6,0.996745670923859,0,0,2.017,-,0.1519,Good
,1304,10641036,True external,-,-0.133531914914932,3,0.994886806079923,0,8.42900304532428,2.8607,-,0.1258,Good
,1305,10641167,True external,-,-0.627115254412621,0,0.995385558841762,0,16.8580060906486,3.2717,-,0.3311,Good
,1306,10641880,True external,-,-0.219212426584068,2,0.995676018109331,0,5.24342809458423,2.3634,-,0.0752,Good
,1307,10642247,True external,-,-0.050476731927848,2,0.995843757544025,0,0,1.8552,-,0.0609,Good
,1308,10642427,True external,-,-0.270260152225938,0,0.997674689629951,0,10.4868561891685,1.9439,-,0.0714,Good
,1309,10642895,True external,-,0.00244377431813173,0,0.99519757761142,0,18.9158592344927,3.0591,-,0.1462,Good
,1310,10643039,True external,-,0.128174197777064,2,0.997885291606338,0,5.24342809458423,1.4909,-,0.0647,Good
,1311,10643097,True external,-,-0.176233820820066,0,0.996223980521149,0,10.4868561891685,2.3094,-,0.0607,Good
,1312,10644204,True external,-,-0.0527108254545176,2,0.997817316518231,0,10.4868561891685,1.9776,-,0.0457,Good
,1313,10645483,True external,-,-0.124385131451936,0,0.993975292278706,0,27.6598938607362,4.084,-,0.3604,Moderate
,1314,10646221,True external,-,-0.324392919241178,0,0.994418263207014,0,22.4164657661519,3.7323,-,0.3013,Moderate
,1315,10646454,True external,-,0.0093543995892444,2,0.998005138300082,0,10.4868561891685,1.8825,-,0.0548,Moderate
,1316,10646809,True external,-,-0.0755310369540045,0,0.994789681274683,4,0,2.2684,-,0.2295,Moderate
,1317,10646845,True external,-,-0.0897777045641795,0,0.99628272636925,0,34.0290601823491,3.8095,-,0.2322,Moderate
,1318,10647981,True external,-,-0.348357369900625,1,0.995755293607896,0,15.7302842837527,3.0161,-,0.1361,Moderate
,1319,10648258,True external,-,-0.0457288729313249,2,0.99820249595619,0,10.4868561891685,1.86,-,0.0624,Moderate
,1320,10648567,True external,-,-0.0699180493078587,0,0.99626577871393,0,18.4870318372777,2.7633,-,0.0794,Moderate
,1321,10649456,True external,-,0.130203423084511,0,0.998046814233385,6,19.6716259552569,2.6453,-,0.1973,Moderate
,1322,10649599,True external,-,-0.0900345706130669,1,0.995089114789591,0,0,1.9944,-,0.1106,Moderate
,1323,10650055,True external,-,0.0226989432143743,0,0.995147220582356,5,5.13347733228232,2.519,-,0.2212,Good
,1324,10650433,True external,-,-0.0252957758894485,1,0.99450979022451,0,3.18557495074005,2.3358,-,0.1576,Good
,1325,10650626,True external,-,0.0440393576848221,0,0.997018846356539,0,16.0003512962185,2.3026,-,0.0511,Good
,1326,10650669,True external,-,-0.0757835912343363,0,0.998198471669969,0,31.8713542469098,3.0937,-,0.2024,Good
,1327,10651407,True external,-,-0.0381025006178117,1,0.994987199770205,0,3.18557495074005,2.2038,-,0.1119,Good
,1328,10660155,True external,-,-0.118814477558305,0,0.995951373081507,2,10.4868561891685,2.5042,-,0.0741,Good
,1329,10660861,True external,-,-0.152282645931271,4,0.997616078697856,0,0,1.6159,-,0.093,Good
,1330,10663727,True external,-,-0.359299766928289,4,0.995906681712236,0,6.3711499014801,2.6769,-,0.1274,Good
,1331,10663914,True external,-,-0.0834207424637567,2,0.995177960817656,0,5.24342809458423,2.4223,-,0.0919,Good
,1332,10666673,True external,-,-0.170053323080155,3,0.997067741003241,2,9.83581297762843,2.4893,-,0.0466,Good
,1333,10667055,True external,-,-0.0441927000980334,2,0.997534595969702,1,5.24342809458423,1.7807,-,0.0303,Good
,1334,10667068,True external,-,-0.285616877008255,0,0.996312218404319,1,15.7302842837527,2.7801,-,0.0993,Good
,1335,10668342,True external,-,-0.235786270319395,0,0.998407080600069,0,19.6716259552569,2.3203,-,0.1274,Good
,1336,10668465,True external,-,-0.0318970816479988,2,0.998059860752627,0,5.24342809458423,1.5427,-,0.0533,Good
,1337,10668538,True external,-,-0.00181941128083872,0,0.995429992552957,0,23.5422039931806,3.3027,-,0.1618,Good
,1338,10668635,True external,-,-0.134098602414962,0,0.996571353812853,2,10.4868561891685,2.3319,-,0.0517,Good
,1339,10668774,True external,-,-0.201930710858404,0,0.996921364985374,4,10.4868561891685,2.4244,-,0.1007,Good
,1340,10669803,True external,-,0.132387680051236,0,0.996209179417666,11,4.65584031262006,2.5594,-,0.6,Good
,1341,10669899,True external,-,-0.181793626778859,4,0.997895431339371,2,9.83581297762843,2.3616,-,0.0909,Good
,1342,10669986,True external,-,-0.0830470597855575,3,0.997434273377836,2,9.83581297762843,2.3256,-,0.0445,Good
,1343,10670010,True external,-,0.123166864982373,0,0.995112226093927,0,1.55073395989728,1.8461,-,0.1356,Good
,1344,10670015,True external,-,-0.179446646160192,6,0.995666382673979,0,13.6724311399085,3.3352,-,0.1822,Good
,1345,10671564,True external,-,-0.0945937549477673,0,0.993858213062354,0,3.18557495074005,2.4639,-,0.2534,Good
,1346,10671823,True external,-,-0.279534127106864,10,0.996280512815499,0,8.42900304532428,3.3003,-,0.4322,Good
,1347,10671899,True external,-,-0.0677552089902629,1,0.995907721006603,0,18.9158592344927,3.0035,-,0.0891,Good
,1348,10672107,True external,-,-0.142550484066476,0,0.993755478060423,0,3.18557495074005,2.5249,-,0.2713,Good
,1349,10672619,True external,-,0.0088503083161165,0,0.995447102222748,2,5.24342809458423,2.2197,-,0.1033,Good
,1350,10672967,True external,-,-0.102536875536648,0,0.996271507163866,0,17.1730376715677,2.6948,-,0.0742,Good
,1351,10673194,True external,-,-0.1347877299883,0,0.994340587936493,0,34.0290601823491,4.4089,-,0.3947,Good
,1352,10673502,True external,-,0.0234985335689383,0,0.994544874303209,0,0,1.9733,-,0.1793,Good
,1353,10674224,True external,-,-0.122827755250033,0,0.997148753692694,0,20.9737123783369,2.7041,-,0.0827,Good
,1354,10674454,True external,-,-0.110089535834163,0,0.997182962624855,0,20.9737123783369,2.6859,-,0.0812,Good
,1355,10674507,True external,-,0.0460755915312703,0,0.998167993749357,4,19.6716259552569,2.5123,-,0.1197,Good
,1356,10674797,True external,-,0.0993164455010952,4,0.998574176759757,6,19.6716259552569,2.9417,-,0.2351,Good
,1357,10674875,True external,-,0.0115233654692381,1,0.995563439600142,7,5.24342809458423,2.6707,-,0.2689,Good
,1358,10674909,True external,-,-0.412374409092424,0,0.996945370379497,0,10.4868561891685,2.2496,-,0.118,Good
,1359,10684135,True external,-,-0.106890829522405,0,0.995951373081507,0,33.6821080407312,3.8947,-,0.245,Good
,1360,10686902,True external,-,-0.20835684312695,0,0.995959098606247,0,10.4868561891685,2.4079,-,0.0782,Good
,1361,10687703,True external,-,-0.252238553093498,6,0.99440747413832,0,3.18557495074005,3.0512,-,0.2528,Good
,1362,10687714,True external,-,-0.431716602991983,0,0.996533680772561,0,10.4868561891685,2.383,-,0.1333,Good
,1363,10689738,True external,-,-0.219131057367542,0,0.994675878835335,0,10.4868561891685,2.7918,-,0.1774,Good
,1364,10689832,True external,-,-0.268029688064065,0,0.997047787218509,4,10.4868561891685,2.4298,-,0.1155,Good
,1365,10690006,True external,-,0.0808079398982131,0,0.99298151507987,0,11.7711019965903,3.1821,-,0.4061,Good
,1366,10690422,True external,-,-0.178317961598171,2,0.996133557055562,0,0,1.8524,-,0.0572,Good
,1367,10691176,True external,-,-0.435476403690205,0,0.99448661733282,0,6.3711499014801,2.7116,-,0.2636,Good
,1368,10691901,True external,-,0.123727473023582,0,0.994130503894101,0,23.5422039931806,3.6035,-,0.3066,Good
,1369,10694216,True external,-,-0.174798931175545,0,0.993232352243797,0,0,2.4865,-,0.3594,Good
,1370,10694367,True external,-,-0.129448220905619,0,0.996432272718396,0,15.7302842837527,2.5685,-,0.0645,Good
,1371,10694930,True external,-,-0.100580898274611,0,0.996232042818808,0,23.5422039931806,3.1307,-,0.1195,Good
,1372,10695332,True external,-,-0.246142927791589,2,0.997334419329125,0,10.4868561891685,2.244,-,0.0568,Good
,1373,10696169,True external,-,0.0962943689367524,2,0.997115144692051,6,5.24342809458423,2.1924,-,0.1598,Good
,1374,10696225,True external,-,-0.0956075242421966,0,0.996371903939015,0,25.5660972613811,3.2216,-,0.1318,Good
,1375,10696868,True external,-,-0.593511738264301,0,0.997599361221751,0,10.4868561891685,2.1741,-,0.2246,Good
,1376,10697885,True external,-,-0.0253654632406689,0,0.993847119904849,0,0,2.2097,-,0.2608,Good
,1377,10698164,True external,-,-0.0360961839658024,1,0.994808883874567,2,7.77795983378424,2.7133,-,0.1365,Good
,1378,10698207,True external,-,-0.123027545929183,2,0.997679734421014,1,26.0153155848756,3.1767,-,0.1219,Good
,1379,10698650,True external,-,0.0302945470692073,0,0.998402682255563,4,19.6716259552569,2.4535,-,0.1283,Good
,1380,10699162,True external,-,0.03707371381339,0,0.996834696060938,0,16.8580060906486,2.4184,-,0.0565,Good
,1381,10699575,True external,-,-0.424474279971913,7,0.996474716471343,4,12.8147763454785,3.6093,-,0.2652,Good
,1382,10699757,True external,-,-0.0824641486405945,0,0.996079535503658,0,10.4868561891685,2.2915,-,0.0561,Good
,1383,10699830,True external,-,0.0108054462853599,0,0.995925329084654,0,0,1.5761,-,0.0705,Good
,1384,10706936,True external,-,-0.253859766818985,0,0.996839831666731,0,10.4868561891685,2.1785,-,0.0622,Good
,1385,10708728,True external,-,-0.0298955690073852,3,0.996363284601557,1,0,1.873,-,0.053,Good
,1386,10713069,True external,-,-0.173390899793659,3,0.998193289479163,2,9.83581297762843,2.1609,-,0.0808,Good
,1387,10713070,True external,-,-0.173390899793659,3,0.998193289479163,2,9.83581297762843,2.1609,-,0.0808,Good
,1388,10713524,True external,-,0.109373467919071,0,0.996576866577435,0,23.5422039931806,2.8942,-,0.1131,Good
,1389,10715302,True external,-,-0.00669724362805749,0,0.996933395487157,0,9.83581297762843,1.9484,-,0.0311,Good
,1390,10715499,True external,-,-0.281577583340674,0,0.995733890139223,0,15.7302842837527,2.8716,-,0.1277,Good
,1391,10715919,True external,-,-0.157227588134873,2,0.995872395617122,2,2.75674755352504,2.2513,-,0.0657,Good
,1392,10716458,True external,-,-0.184050296576138,0,0.996901401098875,0,10.4868561891685,2.1155,-,0.046,Good
,1393,10716527,True external,-,-0.157896335969927,10,0.997201426492002,0,0,2.3884,-,0.4414,Good
,1394,10717195,True external,-,-0.0550666704143692,0,0.995975871732135,0,23.5422039931806,3.1766,-,0.128,Good
,1395,10717533,True external,-,-0.594633337943352,0,0.994613075983966,0,15.6203335214508,3.3949,-,0.3695,Good
,1396,10717800,True external,-,0.0303849753483558,12,0.996580886184241,0,0,2.6651,-,0.6404,Good
,1397,10718119,True external,-,-0.160370415479373,0,0.996823239446999,2,20.3226691667969,2.932,-,0.0855,Good
,1398,10719290,True external,-,-0.110055472387417,0,0.995579375059834,4,0,2.0587,-,0.1648,Good
,1399,10721188,True external,-,0.232065523956062,0,0.997807535435587,4,19.6716259552569,2.4984,-,0.1434,Good
,1400,10721988,True external,-,-0.0833549513069878,10,0.998232829283175,0,20.9737123783369,3.4388,-,0.5613,Good
,1401,10722139,True external,-,0.117105972247869,0,0.995136137805387,0,10.4868561891685,2.4401,-,0.1297,Good
,1402,10722823,True external,-,0.225549605503117,0,0.997512770638525,0,4.65220187969184,1.2824,-,0.0729,Good
,1403,10722833,True external,-,0.0812018559465827,0,0.997885969760358,6,19.6716259552569,2.7241,-,0.1864,Good
,1404,10723165,True external,-,0.0307197613920132,1,0.998045685479278,5,24.2640108383011,3.0486,-,0.1589,Good
,1405,10730452,True external,-,-0.276582756830212,0,0.996202186585343,0,10.4868561891685,2.3805,-,0.0845,Good
,1406,10731776,True external,-,-0.156164524870435,4,0.997114348405147,0,0,1.7657,-,0.0799,Good
,1407,10735027,True external,-,-0.285677661546455,0,0.996869674365311,0,28.7856320877649,3.4129,-,0.1933,Good
,1408,10737090,True external,-,-0.174836637447684,0,0.998027004345254,0,20.3226691667969,2.4362,-,0.1013,Good
,1409,10737359,True external,-,-0.239841204534063,4,0.996962444343924,0,10.4868561891685,2.5649,-,0.0881,Good
,1410,10738967,True external,-,-0.281495836280249,0,0.9962038373471,1,15.7302842837527,2.8093,-,0.1022,Good
