"Table S1.Detailed statistic information of the training, test and true external sets in the Mouse-QSTR models  ",,,,,,,,,,,,,,
Mouse-QSTR Model,Compound Information,,,,Mouse-QSTR Model-Descriptor Value,,,,,,Predicted Activity by  Mouse-QSTR,,Model's AD,
Dataset grouping,No.,CID,Status,Exp. endpoint,AATS3p,F10[C-O],minHBint3,P_VSA_charge_10,P_VSA_charge_14,SM1_Dzm,Predicted endpoint,Residual,HAT i/i (h*=0.4375),
,718,6423660,True external,-,1.25113019706293,0,0,5.243428095,14.38266095,0.997062316,2.0048,-,0.0847,Good
,719,6423662,True external,-,1.23776719723793,6,0,0,14.38266095,1.658247084,1.8501,-,0.0773,Good
,720,6423663,True external,-,1.22372858601452,4,0,0,14.38266095,1.658247084,1.9338,-,0.0822,Good
,721,6423667,True external,-,1.168394463383,6,0,0,14.38266095,1.658247084,1.9222,-,0.0961,Good
,722,6423671,True external,-,1.16022126691763,4,0,0,14.38266095,0.997062316,1.6906,-,0.0726,Good
,723,6423672,True external,-,1.09972680076909,6,0,0,14.38266095,0.997062316,1.6844,-,0.085,Good
,724,6423673,True external,-,1.25815161612286,2,0,5.243428095,14.38266095,0.997062316,1.9285,-,0.0676,Good
,725,6423674,True external,-,1.24952763246407,2,0,23.48546423,14.38266095,1.732640262,3.2227,-,0.2689,Good
,726,6423675,True external,-,1.35014507924432,2,0,14.36444616,14.38266095,2.214533408,2.8728,-,0.1425,Good
,727,6423676,True external,-,1.27355673235832,4,0,9.121018065,14.38266095,2.005882626,2.5152,-,0.0854,Good
,728,6423677,True external,-,1.31930034914094,2,0,0,14.38266095,1.658247084,1.9035,-,0.0691,Good
,729,6423678,True external,-,1.30646790503242,4,0,5.243428095,14.38266095,1.139562495,1.8758,-,0.0554,Good
,730,6423680,True external,-,1.27772849681115,4,0,0,14.38266095,1.638093653,1.8682,-,0.0683,Good
,731,6423685,True external,-,1.22144001834981,2,0,0,14.38266095,0.997062316,1.696,-,0.0698,Good
,732,6423686,True external,-,1.28546513481131,4,0,5.243428095,14.38266095,0.997062316,1.831,-,0.0606,Good
,733,6423687,True external,-,1.32416905880972,4,0,5.243428095,14.38266095,0.997062316,1.7908,-,0.0639,Good
,734,6423688,True external,-,1.3164864306811,2,0,5.243428095,14.38266095,0.997062316,1.8678,-,0.0694,Good
,735,6423689,True external,-,1.28443852250744,3,0,10.48685619,14.38266095,1.246327895,2.2538,-,0.0787,Good
,736,6423690,True external,-,1.47504591139476,0,3.16032979930122,17.01453009,14.38266095,0.997062316,2.7745,-,0.3555,Good
,737,6423691,True external,-,1.27679801068999,2,0,5.243428095,14.38266095,0.997062316,1.9091,-,0.0677,Good
,738,6423692,True external,-,1.38526539844986,0,0,5.243428095,14.38266095,0.997062316,1.8654,-,0.09,Good
,739,6423699,True external,-,1.15767096682676,2,0,0,14.38266095,0.997062316,1.7623,-,0.0782,Good
,740,6423700,True external,-,1.18883813781833,8,0,0,14.38266095,1.246327895,1.6393,-,0.0834,Good
,741,6423701,True external,-,1.17794194053931,8,0,0,14.38266095,1.246327895,1.6506,-,0.0848,Good
,742,6423702,True external,-,1.15401020627511,8,0,0,14.38266095,0.997062316,1.559,-,0.0886,Good
,743,6423704,True external,-,1.10412469812262,8,0,0,14.38266095,0.997062316,1.6108,-,0.0945,Good
,744,6423705,True external,-,1.09970154148635,8,0,0,14.38266095,0.997062316,1.6154,-,0.0951,Good
,745,6423706,True external,-,1.09191678580652,8,0,0,14.38266095,0.997062316,1.6235,-,0.0964,Good
,746,6423713,True external,-,1.12647450823125,9,0,0,14.38266095,1.246327895,1.6696,-,0.1009,Good
,747,6423714,True external,-,1.12027038759411,9,0,0,14.38266095,1.246327895,1.676,-,0.1021,Good
,748,6423715,True external,-,1.11465713558908,9,0,0,14.38266095,1.246327895,1.6819,-,0.1032,Good
,749,6423716,True external,-,1.10489495818902,9,0,0,14.38266095,1.246327895,1.692,-,0.1053,Good
,750,6423719,True external,-,1.22598485685293,5,0,5.243428095,14.38266095,0.997062316,1.8583,-,0.0581,Good
,751,6423722,True external,-,1.27508066628365,4,0,5.243428095,14.38266095,0.997062316,1.8418,-,0.0601,Good
,752,6423723,True external,-,1.37050629973859,5,0,9.835812978,14.38266095,1.246327895,2.0617,-,0.0697,Good
,753,6423724,True external,-,1.42280394366673,5,0,9.835812978,14.38266095,1.246327895,2.0073,-,0.0784,Good
,754,6423725,True external,-,1.30858054575258,7,0,9.835812978,14.38266095,1.246327895,2.057,-,0.0623,Good
,755,6423727,True external,-,1.26448940891455,7,0,9.835812978,14.38266095,1.246327895,2.1028,-,0.0601,Good
,756,6423728,True external,-,1.2468858580128,8,0,9.835812978,14.38266095,1.246327895,2.0865,-,0.0613,Good
,757,6423736,True external,-,1.12026667641539,6,0,0,14.38266095,0.997062316,1.6631,-,0.0814,Good
,758,6423737,True external,-,1.41962773170382,0,0,5.243428095,14.38266095,0.997062316,1.8297,-,0.0953,Good
,759,6423738,True external,-,1.15926929510445,4,0,0,14.38266095,0.997062316,1.6916,-,0.0728,Good
,760,6423739,True external,-,1.12643453239412,6,0,0,14.38266095,0.997062316,1.6567,-,0.0805,Good
,761,6423741,True external,-,1.37996978650413,1,0,10.48685619,14.38266095,1.246327895,2.2235,-,0.101,Good
,762,6423742,True external,-,1.3565315699444,6,0,4.592384883,14.38266095,1.658247084,1.9637,-,0.0447,Good
,763,6423749,True external,-,1.31542204297477,0,0,5.243428095,14.38266095,1.658247084,2.2472,-,0.087,Good
,764,6423750,True external,-,1.35639988841031,0,0,5.243428095,14.38266095,1.658247084,2.2046,-,0.0805,Good
,765,6423751,True external,-,1.43739339053686,0,0,5.243428095,14.38266095,1.658247084,2.1204,-,0.0743,Good
,766,6423752,True external,-,1.35639988841031,0,0,5.243428095,14.38266095,1.658247084,2.2046,-,0.0805,Good
,767,6423758,True external,-,1.20544438406613,4,0,0,14.38266095,0.997062316,1.6436,-,0.0677,Good
,768,6423759,True external,-,1.19577522746719,4,0,0,14.38266095,0.997062316,1.6537,-,0.0685,Good
,769,6423760,True external,-,1.18698508510452,5,0,0,14.38266095,0.997062316,1.6283,-,0.0705,Good
,770,6423761,True external,-,1.1789593029473,5,0,0,14.38266095,0.997062316,1.6366,-,0.0712,Good
,771,6423762,True external,-,1.24740577881492,2,0,0,14.38266095,0.997062316,1.6691,-,0.068,Good
,772,6423763,True external,-,1.22774209757116,6,0,0,14.38266095,0.997062316,1.5514,-,0.072,Good
,773,6423764,True external,-,1.22751041640912,2,0,0,14.38266095,0.997062316,1.6897,-,0.0693,Good
,774,6423765,True external,-,1.21302373825909,4,0,0,14.38266095,0.997062316,1.6357,-,0.0672,Good
,775,6423767,True external,-,1.26225456507166,2,0,0,14.38266095,0.997062316,1.6536,-,0.0673,Good
,776,6423768,True external,-,1.21968429320976,4,0,0,14.38266095,0.997062316,1.6288,-,0.0668,Good
,777,6423769,True external,-,1.2136705190011,2,0,0,14.38266095,0.997062316,1.7041,-,0.0705,Good
,778,6423770,True external,-,1.20003971593798,10,0,0,14.38266095,0.997062316,1.4421,-,0.1081,Good
,779,6423771,True external,-,1.29325831068098,6,0,0,14.38266095,0.997062316,1.4833,-,0.0739,Good
,780,6423772,True external,-,1.27285726031412,6,0,0,14.38266095,0.997062316,1.5045,-,0.0726,Good
,781,6423781,True external,-,1.35349721271831,4,0,5.243428095,14.38266095,2.319431851,2.3787,-,0.0845,Good
,782,6423782,True external,-,1.40342464657555,0,0,5.243428095,14.38266095,1.658247084,2.1557,-,0.0758,Good
,783,6423783,True external,-,1.35848555717565,0,0,5.243428095,14.38266095,1.658247084,2.2024,-,0.0802,Good
,784,6423784,True external,-,1.43791685824838,2,0,5.243428095,14.38266095,0.997062316,1.7417,-,0.0878,Good
,785,6423786,True external,-,1.37364749906451,6,0,5.243428095,14.38266095,0.997062316,1.6703,-,0.0753,Good
,786,6423787,True external,-,1.34603346078199,6,0,5.243428095,14.38266095,0.997062316,1.699,-,0.07,Good
,787,6423794,True external,-,1.06643830993556,7,0,0,14.38266095,0.997062316,1.6845,-,0.0955,Good
,788,6423795,True external,-,1.07588775141136,6,0,0,14.38266095,0.997062316,1.7092,-,0.0899,Good
,789,6423796,True external,-,1.12550837838345,2,0,0,14.38266095,0.997062316,1.7957,-,0.0845,Good
,790,6423797,True external,-,1.14058186200639,6,0,0,14.38266095,0.997062316,1.642,-,0.0785,Good
,791,6423798,True external,-,1.13304423837814,6,0,0,14.38266095,0.997062316,1.6498,-,0.0795,Good
,792,6423799,True external,-,1.24426170918405,3,0,5.243428095,14.38266095,1.658247084,2.2175,-,0.0706,Good
,793,6423808,True external,-,1.12761534857724,6,0,0,14.38266095,0.997062316,1.6554,-,0.0803,Good
,794,6423809,True external,-,1.12106296905516,6,0,0,14.38266095,0.997062316,1.6623,-,0.0813,Good
,795,6423810,True external,-,1.13068814521633,2,0,0,14.38266095,0.997062316,1.7904,-,0.0834,Good
,796,6423811,True external,-,1.22928563620378,6,0,0,14.38266095,0.997062316,1.5498,-,0.0719,Good
,797,6423812,True external,-,1.11429795838604,7,0,0,14.38266095,0.997062316,1.6348,-,0.0866,Good
,798,6423814,True external,-,1.12262767366815,3,0,0,14.38266095,0.997062316,1.7642,-,0.0809,Good
,799,6423816,True external,-,1.0638062737254,8,0,0,14.38266095,0.997062316,1.6527,-,0.1017,Good
,800,6423822,True external,-,1.19300948358824,2,0,0,14.38266095,0.997062316,1.7256,-,0.0729,Good
,801,6423823,True external,-,1.1484495746818,4,0,0,14.38266095,0.997062316,1.7028,-,0.0744,Good
,802,6423824,True external,-,1.22871294830362,4,0,5.243428095,14.38266095,1.658247084,2.1992,-,0.0673,Good
,803,6423825,True external,-,1.29386782053169,3,0,14.36444616,14.38266095,2.214533408,2.8968,-,0.142,Good
,804,6423826,True external,-,1.25639237016898,4,0,14.36444616,14.38266095,2.214533408,2.9012,-,0.1395,Good
,805,6423827,True external,-,1.10406841429265,6,0,4.592384883,14.38266095,0.997062316,1.9169,-,0.0682,Good
,806,6423836,True external,-,1.10496189575716,7,0,0,14.38266095,0.997062316,1.6445,-,0.0881,Good
,807,6423837,True external,-,1.25573550215714,0,3.12381248819305,11.771102,14.38266095,0.997062316,2.7273,-,0.35,Good
,808,6423838,True external,-,1.2087485339818,2,0,0,14.38266095,0.997062316,1.7092,-,0.071,Good
,809,6423839,True external,-,1.16778071163386,3,0,0,14.38266095,0.997062316,1.7173,-,0.073,Good
,810,6423841,True external,-,1.20585723360174,0,0,0,14.38266095,0.997062316,1.7813,-,0.0836,Good
,811,6423842,True external,-,1.24536470601826,6,0,0,14.38266095,0.997062316,1.5331,-,0.0719,Good
,812,6423850,True external,-,1.27722094816818,0,0,0,14.38266095,0.997062316,1.7071,-,0.0769,Good
,813,6423851,True external,-,1.31333918584589,6,0,8.000175648,14.38266095,1.638093653,2.175,-,0.0486,Good
,814,6423855,True external,-,1.13493359064087,4,0,0,14.38266095,0.997062316,1.7169,-,0.0766,Good
,815,6423859,True external,-,1.16647688428949,2,0,0,14.38266095,0.997062316,1.7532,-,0.0767,Good
,816,6423860,True external,-,1.1519988146894,2,0,0,14.38266095,0.997062316,1.7682,-,0.0792,Good
,817,6481345,True external,-,1.69975064256603,8,0,19.67162596,0,2.944790553,3.4327,-,0.109,Good
,818,6481346,True external,-,1.60699684384356,8,0,19.67162596,0,1.907421376,3.0441,-,0.0893,Good
,819,6610909,True external,-,1.59889283527275,14,0,16.0003513,14.38266095,2.904483692,2.607,-,0.1148,Good
,820,6611897,True external,-,1.79296217164803,6,0,5.513495107,0,4.440201454,3.3736,-,0.3545,Good
,821,6612328,True external,-,1.84689823569496,2,0,27.83047797,0,1.907421376,3.4229,-,0.2767,Good
,822,6711651,True external,-,1.65528989200371,2,0,10.48685619,0,1.622421019,2.5938,-,0.0468,Good
,823,9096217,True external,-,1.35913498199813,8,0,10.48685619,14.38266095,2.120952177,2.4125,-,0.0586,Good
,824,9807612,True external,-,1.38704534969644,3,0,28.78563209,0,3.280576816,4.5577,-,0.4407,Moderate
,825,9830397,True external,-,1.46799873700707,3,0,28.78563209,0,2.548452712,4.1312,-,0.2762,Good
,826,9850554,True external,-,1.41552505095351,3,0,28.78563209,0,3.280576816,4.5281,-,0.4216,Moderate
,827,9873088,True external,-,1.45404566472735,3,0,28.78563209,0,3.067137301,4.3882,-,0.3564,Good
,828,9894236,True external,-,1.4540043248312,3,0,28.78563209,0,3.031311236,4.3715,-,0.3501,Good
,829,9894885,True external,-,1.45666659003773,3,0,28.78563209,0,3.067137301,4.3855,-,0.3551,Good
,830,9895349,True external,-,1.54779408798281,3,0,30.14403333,0,4.353680771,4.9625,-,0.6302,Moderate
,831,9916234,True external,-,1.40090059353574,2,0,34.02906018,6.762503079,2.655218113,4.3138,-,0.4637,Good
,832,9937257,True external,-,1.54004285341334,10,0,15.73028428,13.31600552,4.348208956,3.5057,-,0.319,Good
,833,9959091,True external,-,1.3299314958863,2,0,28.78563209,6.762503079,2.655218113,4.1169,-,0.373,Moderate
,834,9960278,True external,-,1.46830826303908,3,0,28.78563209,0,3.067137301,4.3734,-,0.3491,Good
,835,9968960,True external,-,1.52370218290406,2,0.637908650055997,10.48685619,0,1.907421376,2.9436,-,0.0553,Good
,836,10001307,True external,-,1.39829053448848,6,0.331526446282351,10.48685619,0,1.693981862,2.7977,-,0.0583,Good
,837,10001484,True external,-,1.56715133102088,8,2.30813987738275,18.91585923,0,1.495593475,3.1424,-,0.1199,Good
,838,10002194,True external,-,1.64102267684998,8,0,0,3.143299138,2.855610387,2.3244,-,0.1486,Good
,839,10002315,True external,-,1.48396628177386,2,0,9.835812978,0,1.302216104,2.5885,-,0.0444,Good
,840,10003569,True external,-,1.5212559158642,10,0,16.85800609,0,1.994124633,2.9595,-,0.0828,Good
,841,10004199,True external,-,1.66176392710914,2,0,15.07924107,0,1.963400871,2.9835,-,0.0627,Good
,842,10005293,True external,-,1.56947613932256,8,1.53175160908494,13.67243114,0,1.495593475,2.7723,-,0.075,Good
,843,10010188,True external,-,1.56237556005443,8,0,39.34325191,7.191330476,1.638093653,3.7221,-,0.5123,Good
,844,10015450,True external,-,1.55875517562199,0,3.05984293143279,0,0,1.495593475,2.5452,-,0.4146,Good
,845,10020324,True external,-,1.28565150836477,4,0,5.243428095,0.909874473,1.139562495,2.3799,-,0.0669,Good
,846,10022409,True external,-,1.70944147016964,2,0,0,0,0.498531158,1.4709,-,0.1964,Good
,847,10023637,True external,-,1.76514399356683,4,2.71087246252126,9.835812978,7.191330476,1.744859054,2.5155,-,0.2024,Good
,848,10024541,True external,-,1.56760475645251,5,2.10149465610069,8.429003045,0,1.495593475,2.6785,-,0.139,Good
,849,10025697,True external,-,1.62447004587992,9,0,15.73028428,7.191330476,2.243390212,2.6876,-,0.0608,Good
,850,10026593,True external,-,1.4115502517811,2,0,18.95683104,0,1.151320488,3.0639,-,0.1054,Good
,851,10026973,True external,-,1.50709948457385,11,0,18.91585923,21.57399143,2.243390212,2.3898,-,0.2001,Good
,852,10027326,True external,-,1.59737766484849,18,0,2.756747554,0,1.139562495,1.4769,-,0.4286,Good
,853,10027415,True external,-,1.85235838363238,4,0,15.73028428,7.191330476,3.229882197,3.0847,-,0.1028,Good
,854,10028025,True external,-,1.48848417514353,2,0,19.67162596,0,0.641031337,2.7822,-,0.163,Good
,855,10028371,True external,-,1.74538967198367,11,0,17.28101824,14.94117279,2.370217756,2.3546,-,0.1605,Good
,856,10028580,True external,-,1.36158822940602,7,0,0,0,1.388828074,2.076,-,0.1329,Good
,857,10028620,True external,-,1.58278429967177,8,1.48894103385625,18.91585923,0,1.495593475,3.0237,-,0.0729,Good
,858,10030273,True external,-,1.56763709249709,9,0,14.42819786,0,1.388828074,2.5374,-,0.094,Good
,859,10030690,True external,-,1.55599717581011,2,0,19.67162596,0,1.139562495,2.9452,-,0.128,Good
,860,10031160,True external,-,1.51424172649444,14,3.22486225694667,18.48703184,18.48675969,3.595561911,3.4026,-,0.4273,Good
,861,10043684,True external,-,1.59490510275102,5,0,18.91585923,0,1.495593475,2.9286,-,0.0939,Good
,862,10043877,True external,-,1.54812407550471,2,0,33.37801697,0,0.890296916,3.5441,-,0.4164,Good
,863,10044424,True external,-,1.72360228304858,0,0,10.48685619,0,0.747796737,2.1829,-,0.1525,Good
,864,10046140,True external,-,1.55042956365165,8,4.33563488397823,18.91585923,0,1.495593475,3.4132,-,0.436,Good
,865,10046742,True external,-,1.47416490122507,4,0,5.243428095,10.17259859,1.875140441,2.1963,-,0.0298,Good
,866,10049406,True external,-,1.65536445673762,0,0,10.48685619,0,3.143270227,3.3739,-,0.1653,Good
,867,10049518,True external,-,1.686926622307,9,2.38697881741242,10.2850313,0,1.994124633,2.781,-,0.1828,Good
,868,10049519,True external,-,1.56612262404863,12,0,26.21714047,7.191330476,1.495593475,2.8361,-,0.2305,Good
,869,10050234,True external,-,1.40891670533149,11,0,0,7.191330476,1.638093653,1.7478,-,0.1262,Good
,870,10050460,True external,-,1.55527045346009,2,0,9.835812978,0,1.515655618,2.6142,-,0.0413,Good
,871,10050830,True external,-,1.50555228549303,12,2.13946478341004,13.67243114,0,1.744859054,2.8932,-,0.1585,Good
,872,10050886,True external,-,1.50624220111346,8,0,18.26481602,0,1.638093653,2.9502,-,0.0803,Good
,873,10051397,True external,-,1.48774681146862,4,0,19.67162596,0,0.890296916,2.8305,-,0.1305,Good
,874,10051586,True external,-,1.44039896570325,6,0,20.32266917,0,1.139562495,2.9608,-,0.1091,Good
,875,10052208,True external,-,1.67647710459489,0,0,10.48685619,7.759516037,2.700845775,2.8672,-,0.0873,Good
,876,10052359,True external,-,1.41558580727416,6,0,15.73028428,0.909874473,1.638093653,2.9501,-,0.0606,Good
,877,10054525,True external,-,2.06468457565457,6,0.0505831935319689,7.001213063,8.101204949,4.389598123,2.8605,-,0.1777,Good
,878,10056381,True external,-,1.48958552951352,14,0.907425132288603,27.14986362,0,3.698807822,4.2959,-,0.3181,Good
,879,10066776,True external,-,1.62996812002547,2,2.57077336142056,0,0,1.388828074,2.2911,-,0.2955,Good
,880,10067750,True external,-,1.51704412880864,4,2.70200157158706,0,0,1.282062673,2.3058,-,0.3339,Good
,881,10067865,True external,-,1.64297252393826,2,0,20.32266917,7.191330476,1.246327895,2.6808,-,0.1998,Good
,882,10069197,True external,-,1.49552456250525,3,2.12489883824328,8.429003045,0,1.744859054,2.942,-,0.1717,Good
,883,10069314,True external,-,1.62235856333383,5,3.81352457931984,13.67243114,0,1.495593475,3.1062,-,0.365,Good
,884,10071202,True external,-,1.53221884777172,2,0,9.835812978,0,0.641031337,2.2292,-,0.0958,Good
,885,10072100,True external,-,1.44444712917741,12,0,5.243428095,7.191330476,1.887359232,2.0634,-,0.0937,Good
,886,10073488,True external,-,1.45940722282665,8,0,10.48685619,7.191330476,1.388828074,2.2235,-,0.0491,Good
,887,10073501,True external,-,1.55435532095571,9,3.70351749495511,5.243428095,0.909874473,1.139562495,2.391,-,0.4577,Good
,888,10074770,True external,-,1.45266335004394,18,1.66292866508821,16.85800609,0,2.243390212,3.0789,-,0.2191,Good
,889,10075340,True external,-,1.3461391845652,11,0,0,7.191330476,1.638093653,1.813,-,0.1301,Good
,890,10075527,True external,-,1.43439380549651,10,0,0,27.53652765,3.109249545,1.7151,-,0.2141,Good
,891,10075632,True external,-,1.44231269466218,7,0,25.63312277,7.191330476,3.189484049,3.8993,-,0.2548,Good
,892,10075669,True external,-,1.41801655378418,8,0.537771145294912,20.32266917,0,1.388828074,3.0988,-,0.0744,Good
,893,10075781,True external,-,1.41006037557018,18,0,15.73028428,7.191330476,1.638093653,2.3166,-,0.184,Good
,894,10076629,True external,-,1.48493984575576,13,0,26.01531558,0.909874473,1.887359232,3.2836,-,0.1678,Good
,895,10076988,True external,-,2.2152224431875,6,0.104179509046847,7.001213063,8.101204949,5.711967657,3.3291,-,0.4101,Good
,896,10079282,True external,-,1.54707895504804,25,0,17.83598863,14.38266095,4.86797585,3.2939,-,0.5159,Good
,897,10087551,True external,-,1.59494954020846,4,0,9.184769766,0,1.139562495,2.2945,-,0.0681,Good
,898,10087972,True external,-,1.64771028586218,2,0,0,0,0.641031337,1.6017,-,0.1462,Good
,899,10089894,True external,-,1.5921601864842,5,2.49322234277945,0,7.191330476,1.744859054,2.126,-,0.2595,Good
,900,10090028,True external,-,1.63237161193867,5,2.43627819818611,0,0,1.744859054,2.3347,-,0.2991,Good
,901,10091449,True external,-,1.75969270167441,4,0,0,0,2.319431851,2.201,-,0.0934,Good
,902,10094165,True external,-,1.46157570637401,4,0,10.48685619,0,1.139562495,2.5003,-,0.0512,Good
